question,detail_id
อาคารเรียนที่ชาวบ้านร่วมกันสร้างมีชื่อว่า,1dOcQC44pcozZb2IftyN
โรงเรียนบ้านสันโค้ง (เชียงรายจรูญราษฎร์) ย้ายมาอยู่ยังที่ตั้งปัจจุบันเมื่อใด,1dOcQC44pcozZb2IftyN
เป็นโรงเรียนในโครงการจัดการศึกษาเชิงระบบสู่โรงเรียนมาตรฐานสากล ในช่วงปีการศึกษาใด ,1dOcQC44pcozZb2IftyN
ซูว์เฌแห่งแซ็ง-เดอนี หรืออีกชื่อหนึ่งว่าอะไร,1fMtw74xGdNi8azvvp9E
ซูว์เฌแห่งแซ็ง-เดอนี เกิดขึ้นปีอะไร,1fMtw74xGdNi8azvvp9E
ซูว์เฌแห่งแซ็ง-เดอนี เสียชีวิตปีอะไร,1fMtw74xGdNi8azvvp9E
ซูว์เฌแห่งแซ็ง-เดอนี เป็นสถาปนิกคนแรกที่มีบทบาทสำคัญในการวิวัฒนาการลักษณะอะไร,1fMtw74xGdNi8azvvp9E
ซูว์เฌแห่งแซ็ง-เดอนี มีตำแหน่งอะไรในประเทศฝรั่งเศส,1fMtw74xGdNi8azvvp9E
มีความเชื่อเกี่ยวกับปรากฏการณ์ 2012ว่าอย่างไร,1gMy65Vue3VfnoH6vMwS
ตามความเชื่อทางโลกาวินาศศาสตร์ปรากฏการณ์จะเกิดขึ้นเมื่อไหร่,1gMy65Vue3VfnoH6vMwS
เลอโนโว เค900 ผลิตโดยใคร,1k4PslXS9fvyitYHqO85
เลอโนโว เค900 ผลิตโดยประเทศอะไร,1k4PslXS9fvyitYHqO85
เลอโนโว เค900 ใช้ระบบปฏิบัติการอะไร,1k4PslXS9fvyitYHqO85
เลอโนโว เค900 ตัวเครื่องมีบางและน้ำหนักเท่าไร,1k4PslXS9fvyitYHqO85
เลอโนโว เค900 ความละเอียดเท่าไร,1k4PslXS9fvyitYHqO85
วงศ์งูเส้นด้าย เป็นวงศ์ของอะไร,1nRPnRBFwCVD5YUYID0v
ลักษณะเด่นของงูดินวงศ์นี้ คืออะไร,1nRPnRBFwCVD5YUYID0v
วงศ์งูเส้นด้าย มีลักษณะลำตัวเรียวยาวมาก มีความยาวของลำตัวตั้งแต่กี่เซนติเมตร,1nRPnRBFwCVD5YUYID0v
วงศ์งูเส้นด้าย อาศัยอยู่ในพื้นที่ใด ,1nRPnRBFwCVD5YUYID0v
วงศ์งูเส้นด้าย กินอะไรเปก็นอาหาร,1nRPnRBFwCVD5YUYID0v
ปิติพงษ์ กุลดิลกป่วยเป็นโรคอะไร,1pHZpClsr7QtLpXE7OsW
ปิติพงษ์ กุลดิลก เคยทำอาชีพอะไรมาก่อน,1pHZpClsr7QtLpXE7OsW
ประวิตร วงษ์สุวรรณดำรงตำแหน่งอะไรบ้าง,1qPMoRMPfmEshK59gS9m
ปลาบู่มหิดลมีชื่อเรียกทางวิทยาศาสตร์ว่าอย่างไร,1rNiNiBtcg1lKipP2p65
ปลาบู่มหิดลนั้นถูกค้นพบครั้งแรกที่ใด จังหวัดใด,1rNiNiBtcg1lKipP2p65
ปลาบู่มหิดลถูกพบว่าอยู่ในประเทศไทยเมื่อปี พ.ศ. ที่เท่าไหร่,1rNiNiBtcg1lKipP2p65
ปลาบู่มหิดลนั้นมีรูปร่างเป็นอย่างไรอธิบาย,1rNiNiBtcg1lKipP2p65
ปลาบู่มหิดลชอบอาศัยในรูปแบบใดอธิบาย,1rNiNiBtcg1lKipP2p65
ลุกวอตยูเมดมีดู เป็นเพลงของนักร้องชาวประเทศอะไร,1rWZnIO61zP1HgpWejEh
ลุกวอตยูเมดมีดู ใครเป็นผู้ร้อง,1rWZnIO61zP1HgpWejEh
ลุกวอตยูเมดมีดู อยู่ในอั้มบัมที่เท่าไร,1rWZnIO61zP1HgpWejEh
ลุกวอตยูเมดมีดู ออกจำหน่ายเมื่อไร,1rWZnIO61zP1HgpWejEh
ลุกวอตยูเมดมีดู แต่งรวมกับใคร,1rWZnIO61zP1HgpWejEh
100 คืออะไร,1siqjQqgceJOnkQCjWYu
เอชดี 69830 เป็นชื่อของสิ่งใด,1tCM0jh3CLIo70AEbOgI
เอชดี 69830 อยู่ห่างจากโลกในระยะทางประมาณเท่าไหร่,1tCM0jh3CLIo70AEbOgI
เอชดี 69830 อยู่ในกลุ่มดาวใด,1tCM0jh3CLIo70AEbOgI
วิศวกรรมสารสนเทศและการสื่อสาร เป็นศาสตร์ทางวิศวกรรมว่าด้วยการใช้ความรู้ทางวิศวกรรมในการผลิตระบบใด,1tHfj3i2SIRoPAl37AzQ
วิศวกรรมสารสนเทศและการสื่อสารมีไว้สำหรับอะไร,1tHfj3i2SIRoPAl37AzQ
ธุรกิจใดที่ใช้วิศวกรรมสารสนเทศและการสื่อสาร,1tHfj3i2SIRoPAl37AzQ
วิศวกรรมสารสนเทศและการสื่อสารเน้นความรู้พื้นฐานในด้านใด,1tHfj3i2SIRoPAl37AzQ
ลิเทียมคลอไรด์ เป็นสารประกอบประเภทใด,1vFICAx7sD7qxCU7hfki
สูตรเคมีของลิเทียมคลอไรด์คือ,1vFICAx7sD7qxCU7hfki
เอ็มบีเคเอนเตอร์เทนเมนต์ ก่อตั้งเมื่อไร,1y3LRZVdiVOjoByRcRs1
เอ็มบีเคเอนเตอร์เทนเมนต์ ก่อตั้งโดยใคร,1y3LRZVdiVOjoByRcRs1
เอ็มบีเคเอนเตอร์เทนเมนต์ เป็นบริษัทเกี่ยวกับอะไร,1y3LRZVdiVOjoByRcRs1
เอ็มบีเคเอนเตอร์เทนเมนต์ มีศิลปินใครบ้าง,1y3LRZVdiVOjoByRcRs1
เอ็มบีเคเอนเตอร์เทนเมนต์ ชื่อเดิมชื่อว่าอะไร,1y3LRZVdiVOjoByRcRs1
พุสซีไรออตคืออะไร,21ccCbtyTxwgQGngsCPi
พุสซีไรออตถูกจับเพราะอะไร,21ccCbtyTxwgQGngsCPi
น้ำมันพริก (อังกฤษ: chili oil) เป็นเครื่องปรุงอาหารที่ทำจากอะไร ?,23WxWlUGHzfXWOsrmmrX
เป็นที่นิยมใช้กับอาหารอะไร ?,23WxWlUGHzfXWOsrmmrX
น้ำมันพริก ชื่อภาษาอังกฤษคือ ?,23WxWlUGHzfXWOsrmmrX
 บางครั้งใช้เป็นน้ำจิ้มสำหรับเนื้อสัตว์และอะไร ?,23WxWlUGHzfXWOsrmmrX
นอกจากนี้ยังใช้ใส่ในก๋วยเตี๋ยวอะไร ?,23WxWlUGHzfXWOsrmmrX
ดิสคัฟเวอรีไซแอ็นซ์เอเชีย คืออะไร,24eXvItk7VmPjuzWwEZU
ดิสคัฟเวอรีไซแอ็นซ์เอเชีย เน้นเกี่ยวกับอะไร,24eXvItk7VmPjuzWwEZU
ดิสคัฟเวอรีไซแอ็นซ์เอเชีย ศึกษาวิทยาศาสตรืตั้งแต่เมื่อไร,24eXvItk7VmPjuzWwEZU
ดิสคัฟเวอรีไซแอ็นซ์เอเชีย เป้าของรายการนี้คืออะไร,24eXvItk7VmPjuzWwEZU
ดิสคัฟเวอรีไซแอ็นซ์เอเชีย ถ่ายทอดสดทางช่องทางไหน,24eXvItk7VmPjuzWwEZU
ต้นฝรั่งมีชื่อทางวิทยาศาสตร์ว่าอย่างไร,2636o1QNcAckxwtFlssU
ต้นฝรั่งเป็นพรรณไม้จัดอยู่ในวงศ์พรรณไม้ชนิดใด,2636o1QNcAckxwtFlssU
ต้นฝรั่งเป็นพรรณไม้ที่มีชื่อสามัญ และชื่อพื้นเมืองแบบใดบ้าง ยกตัวอย่าง,2636o1QNcAckxwtFlssU
ต้นฝรั่งมีลักษณะพรรณไม้เป็นอย่างไรจงอธิบายโดยละเอียด,2636o1QNcAckxwtFlssU
ต้นฝรั่งมีประโยชน์ทางด้านสมุนไพรอะไรบ้างอธิบายโดยละเอียด,2636o1QNcAckxwtFlssU
ศาสดาของศาสนาพุทธคือใคร,27rjjgUeieOPnZNUW1uT
บุคคลที่นับถือและศึกษาปฏิบัติตนตามคำสั่งสอนของพระบรมศาสดามีกี่ประเภท,27rjjgUeieOPnZNUW1uT
ภิกษุ ภิกษุณี อุบาสก อุบาสิกาเรียกรวมกันว่าอะไร,27rjjgUeieOPnZNUW1uT
อะไรคือจุดมุ่งหมายของการออกบวช และปฏิบัติตามหลักคำสอน,27rjjgUeieOPnZNUW1uT
คลีโอพัตราที่ 6 ทรีฟาเอนา เป็นสมเด็จพระราชินี แห่งอาณาจักรใด,2AQthY1qATWu7AJozsbR
การเสียดินแดนครั้งที่ 1 ในสมัยรัชกาลที่ 5 คือที่ใด,2FQ4JfiDsXYhEUh2Rrsk
ทำไมดินแดนสิบสองจุไทย แดนหลวงพระบาง เวียงจันทน์ และนครจำปาศักดิ์ ถึงถูกสูญเสียไปครั้งที่ 2 ในสมัยรัชกาลที่ 5,2FQ4JfiDsXYhEUh2Rrsk
ฝรั่งเศสยื่นคำขาดให้ไทย 3 ข้อ ให้ตอบใน 48 ชั่วโมง เนื้อหาคืออะไร,2FQ4JfiDsXYhEUh2Rrsk
ไทยตอบรับคำขอของฝรั่งเศสตอนช่วงสูญเสียดินแดนครั้งที่ 2 ว่าอย่างไร,2FQ4JfiDsXYhEUh2Rrsk
วันที่ 23 มีนาคม พ.ศ. 2449 ไทยสูญเสียดินแดนใดบ้าง,2FQ4JfiDsXYhEUh2Rrsk
